reviewerID,asin,overall,reviewText
A258KAILGENIM3,B00006L9LC,4,This shampoo and conditioner leave my hair in great condition. I've just started using it so I cannot tell whether or not it will stimulate hair growth.
A258KAILGENIM3,B0012Y0ZG2,4,This shampoo and conditioner leave my hair in great condition. I've just started using it so I cannot tell whether or not it will stimulate hair growth.
A25C2M3QF9G7OQ,B00W259T7G,5,"This has a delightful fragrance! Floral, but much more interesting than the usual floral scents. The performance is also top-notch with a nice amount of lather and a very creamy feel. It does not dry out my skin at all.

The price makes it more of a ""treat"" than an everyday soap, but it's a very nice treat indeed."
A25C2M3QF9G7OQ,B001F51RAG,5,"I've always had a problem with flossing since it's so difficult to work the floss between some of my teeth. I tried this on a recommendation from my dentist and it's made a world of difference. This floss is more like a tape than conventional floss, and just slips through the tightest spots without any difficulty. It's also very comfortable on the gum line, and rarely breaks in use. I can't say it makes flossing fun, but it certainly makes it much easier.

If you're a Sam's Club member you can get this in the 6-pack for a little better price. Highly recommend for those who find regular floss too difficult to use."
A25C2M3QF9G7OQ,B000FOI48G,5,"This is an outstanding product!  I was a bit hesitant to order it given some of the reviews, but when it was discounted on a Friday Sale, I figured I'd give it a shot. SO glad I did!

To get the most out of the unit you have to read the manual. It clearly states that you should not leave water in the reservoir (why you would want to anyway is beyond me - why would anyone want to use stale water?). If you don't leave water in it, it won't leak out on your counter. Pretty simple equation there.

I agree with several others that the tongue cleaning attachments are basically useless. They don't fit into the holder anyway, so just toss them out. Sure, try it, but I'll bet you'll find it to be basically useless compared with a true tongue cleaner (i.e., a scraper type device).

The water reservoir could be a bit bigger - an additional 20% bigger would be nice. But, it's very easy to fill even when the unit is running (keep a glass of water handy and just pour it in when the water level is at the half-way point). Simple and easy, and the smaller reservoir does have the benefit of keeping the unit size nice and compact.

Sound level is very low compared with past WaterPik units. No, it's not silent, but it is no more noise than you would get with any other electric appliance in the bathroom such as an electric toothbrush or a shaver.  In fact, it is less noise than my shaver.

The auto-retractable hose is a very nice touch and keeps everything neat. Again, a couple inches longer would be nice, but there's the compact size trade-off again.

In actual performance - wow!  You will never believe that your teeth could get this clean! Wonderful feeling. There is a wide range of power adjustments ranging from very gentle to ouch! I've found setting the dial to the 5/6 range gives a good cleaning without any discomfort.

Good performance at a good price -- can't ask for more than that."
A25C2M3QF9G7OQ,B002GP80EU,5,"I'm very pleased with this mitt. It is large enough to comfortably fit my hand, but not so large that I feel it was designed to wash a car. The soft side feels like it is made of microfiber, and is quite cushy and mild on my skin. The rough side is composed of fabric loops that are rough enough to get some serious scrubbing done, but not as rough as some loofah mitts I've used that feel rather uncomfortable (or even downright painful).

It's put together well with no loose seams, and has a small but usable loop so you can hang it up for proper drying.  All in all, an excellent mitt."
A25DAQQXXA356R,B000FI4S1E,2,"I really like that this product is paraben-free, but the execution falls flat on its face. The bottle is tiny for the price. Money-to-value ratio is terrible. To add to that, the actual product itself is very thin and feels watered-down. To be fair, that may be the lack of additives, but it leads to over-use of the gel to get adequate coverage and actually feel clean after using it. To top it off, it really doesn't smell very good, either."
A25DAQQXXA356R,B0012Y0ZG2,2,"I really like that this product is paraben-free, but the execution falls flat on its face. The bottle is tiny for the price. Money-to-value ratio is terrible. To add to that, the actual product itself is very thin and feels watered-down. To be fair, that may be the lack of additives, but it leads to over-use of the gel to get adequate coverage and actually feel clean after using it. To top it off, it really doesn't smell very good, either."
A25DAQQXXA356R,B000URXP6E,2,"I really like that this product is paraben-free, but the execution falls flat on its face. The bottle is tiny for the price. Money-to-value ratio is terrible. To add to that, the actual product itself is very thin and feels watered-down. To be fair, that may be the lack of additives, but it leads to over-use of the gel to get adequate coverage and actually feel clean after using it. To top it off, it really doesn't smell very good, either."
A25DAQQXXA356R,B0009RF9DW,2,"I really like that this product is paraben-free, but the execution falls flat on its face. The bottle is tiny for the price. Money-to-value ratio is terrible. To add to that, the actual product itself is very thin and feels watered-down. To be fair, that may be the lack of additives, but it leads to over-use of the gel to get adequate coverage and actually feel clean after using it. To top it off, it really doesn't smell very good, either."
A25DGSQA3AN7H5,B00B9V9ASM,5,Best product Pantene made and can't find it in stores anymore.
A25DGSQA3AN7H5,B0012Y0ZG2,5,Best product Pantene made and can't find it in stores anymore.
A25DGSQA3AN7H5,B001OHV1H4,5,Best product Pantene made and can't find it in stores anymore.
A25DGSQA3AN7H5,B0012Y0ZG2,5,Best product Pantene made and can't find it in stores anymore.
A25IIELMRU58WH,B0012Y0ZG2,5,"<div id=""video-block-R2TKH5MS9TYL2L"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1tsEJgBJ%2BS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71xb2chm%2BcS.png"" class=""video-slate-img-url"">&nbsp;Best body wash I've ever used. 5 stars"
A25IIELMRU58WH,B000URXP6E,5,"<div id=""video-block-R2TKH5MS9TYL2L"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1tsEJgBJ%2BS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71xb2chm%2BcS.png"" class=""video-slate-img-url"">&nbsp;Best body wash I've ever used. 5 stars"
A25IIELMRU58WH,B0009RF9DW,5,"<div id=""video-block-R2TKH5MS9TYL2L"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1tsEJgBJ%2BS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71xb2chm%2BcS.png"" class=""video-slate-img-url"">&nbsp;Best body wash I've ever used. 5 stars"
A25IIELMRU58WH,B0012Y0ZG2,5,"<div id=""video-block-R2TKH5MS9TYL2L"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1tsEJgBJ%2BS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71xb2chm%2BcS.png"" class=""video-slate-img-url"">&nbsp;Best body wash I've ever used. 5 stars"
A25NX4BU2GD908,B001OHV1H4,5,Very nice fragrance.
A25NX4BU2GD908,B0012Y0ZG2,5,Very nice fragrance.
A25NX4BU2GD908,B00006L9LC,5,Very nice fragrance.
A25NX4BU2GD908,B0012Y0ZG2,5,Very nice fragrance.
A25QBCHO0KFT0P,B00W259T7G,5,"The 150 gram bar of Mint Leaf Pre de Provence Shea Butter Soap is delightful. The soap has little bits of mint leaf in the bar that you can see. The soap is great for bathing with or even washing your face because it has shea butter as part of the ingredients. It also has fragrance added, which helps enhance the aroma from the soap. This is a French milled soap and you can feel the difference when you wash your hands or your body. This is a luxury soap and will make wonderful gifts also. I do not have a single negative thing to say about this soap. The soaps come in 150 and 250 gram sizes. These are the soaps you want to soak in the tub with and enjoy the feel, the scent and the calmness from the scents."
A25QBCHO0KFT0P,B001E96LUO,4,"I just got out of the shower after using this. The product cleanses well and is very creamy. I used it with my scrub brush to get some exfoliating going too. Even shaved my legs with this product. Can't complain at the moment, except my skin feels dryer. Overall, this was a fine cleanser and if anything, it strips every bit of oil out of your skin. The feeling I am getting is not tingling from squeaky clean, it is more like a bit tight. But it definitely cleaned well. I don't see any eczema or psoriasis and I haven't put any lotions on, as I normally do after I shower. Now I must go apply lotion to my arms and legs and facial products to my face."
A25QBCHO0KFT0P,B0010ZBORW,4,"Everyone has a need for a nail brush. On the top of the unit, you get a tight row of curved bristles, which are great for getting under your nails. The bottom is all brush and you can use it to remove dead skin and overgrown cuticles. Works best wet and with soap. It is easy to hold. After using, you will want to let it air dry and keep it away from water and steam when you are not using, I say this because I have had to throw more than one bristled brush away because they get mildew when you leave them in a shower."
A25QBCHO0KFT0P,B00W259T7G,5,"The 150 gram bar of Mint Leaf Pre de Provence Shea Butter Soap is delightful. The soap has little bits of mint leaf in the bar that you can see. The soap is great for bathing with or even washing your face because it has shea butter as part of the ingredients. It also has fragrance added, which helps enhance the aroma from the soap. This is a French milled soap and you can feel the difference when you wash your hands or your body. This is a luxury soap and will make wonderful gifts also. I do not have a single negative thing to say about this soap. The soaps come in 150 and 250 gram sizes. These are the soaps you want to soak in the tub with and enjoy the feel, the scent and the calmness from the scents."
A25TLMKU5AXWHF,B0012Y0ZG2,5,This wonderful fragrance is light and airy.  Lovely aroma that many ask what is that you are wearing. Hope you try it.
A25TLMKU5AXWHF,B000URXP6E,5,This wonderful fragrance is light and airy.  Lovely aroma that many ask what is that you are wearing. Hope you try it.
A25TLMKU5AXWHF,B0009RF9DW,5,This wonderful fragrance is light and airy.  Lovely aroma that many ask what is that you are wearing. Hope you try it.
A25TLMKU5AXWHF,B0012Y0ZG2,5,This wonderful fragrance is light and airy.  Lovely aroma that many ask what is that you are wearing. Hope you try it.
A265E2JC4S3YWC,B00HLXEXDO,5,This product is wonderful and the seller met  my every expectation!
A265E2JC4S3YWC,B000URXP6E,5,This product is wonderful and the seller met  my every expectation!
A265E2JC4S3YWC,B0012Y0ZG2,5,This product is wonderful and the seller met  my every expectation!
A265E2JC4S3YWC,B0012Y0ZG2,5,This product is wonderful and the seller met  my every expectation!
A265U4400IMZN4,B001OHV1H4,5,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them"
A265U4400IMZN4,B0012Y0ZG2,5,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them"
A265U4400IMZN4,B00006L9LC,5,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them"
A265U4400IMZN4,B0012Y0ZG2,5,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them"
A267Z5OBD39VHZ,B0012Y0ZG2,5,"The Azur has been discontinued. I hated to have to try a lot of scents to find another one I liked as well. I found this site
and the price was right and the product was delivered as promised. As long as they have this in stock, I will keep buying it.
This is not a heavy fragrance, it is crisp, clean and you can wear it day or night."
A267Z5OBD39VHZ,B000URXP6E,5,"The Azur has been discontinued. I hated to have to try a lot of scents to find another one I liked as well. I found this site
and the price was right and the product was delivered as promised. As long as they have this in stock, I will keep buying it.
This is not a heavy fragrance, it is crisp, clean and you can wear it day or night."
A267Z5OBD39VHZ,B0009RF9DW,5,"The Azur has been discontinued. I hated to have to try a lot of scents to find another one I liked as well. I found this site
and the price was right and the product was delivered as promised. As long as they have this in stock, I will keep buying it.
This is not a heavy fragrance, it is crisp, clean and you can wear it day or night."
A267Z5OBD39VHZ,B0012Y0ZG2,5,"The Azur has been discontinued. I hated to have to try a lot of scents to find another one I liked as well. I found this site
and the price was right and the product was delivered as promised. As long as they have this in stock, I will keep buying it.
This is not a heavy fragrance, it is crisp, clean and you can wear it day or night."
A26CEJL5AR4U3B,B0012Y0ZG2,5,"I love Pure and Basic Body Wash in general, some scents better than others.  I wasn't sure about this one at first, I thought it was a faded scent, perhaps due to age.  And then, at some point, I got a whiff of my hand.  Wow.  Yum.  Yes, it's a foodie smell, but this one I like.

As for the cost, this container is almost 3x the size of the Pure and Basic regular sized containers, so I didn't feel the price was disproportionate, especially since this particular scent has been discontinued and is hard to find."
A26CEJL5AR4U3B,B000URXP6E,5,"I love Pure and Basic Body Wash in general, some scents better than others.  I wasn't sure about this one at first, I thought it was a faded scent, perhaps due to age.  And then, at some point, I got a whiff of my hand.  Wow.  Yum.  Yes, it's a foodie smell, but this one I like.

As for the cost, this container is almost 3x the size of the Pure and Basic regular sized containers, so I didn't feel the price was disproportionate, especially since this particular scent has been discontinued and is hard to find."
A26CEJL5AR4U3B,B0009RF9DW,5,"I love Pure and Basic Body Wash in general, some scents better than others.  I wasn't sure about this one at first, I thought it was a faded scent, perhaps due to age.  And then, at some point, I got a whiff of my hand.  Wow.  Yum.  Yes, it's a foodie smell, but this one I like.

As for the cost, this container is almost 3x the size of the Pure and Basic regular sized containers, so I didn't feel the price was disproportionate, especially since this particular scent has been discontinued and is hard to find."
A26CEJL5AR4U3B,B0012Y0ZG2,5,"I love Pure and Basic Body Wash in general, some scents better than others.  I wasn't sure about this one at first, I thought it was a faded scent, perhaps due to age.  And then, at some point, I got a whiff of my hand.  Wow.  Yum.  Yes, it's a foodie smell, but this one I like.

As for the cost, this container is almost 3x the size of the Pure and Basic regular sized containers, so I didn't feel the price was disproportionate, especially since this particular scent has been discontinued and is hard to find."
A26DR70GPC8R5T,B0012Y0ZG2,5,"Good product. Shipped quick, packaged well...will buy again"
A26DR70GPC8R5T,B000URXP6E,5,"Good product. Shipped quick, packaged well...will buy again"
A26DR70GPC8R5T,B0009RF9DW,5,"Good product. Shipped quick, packaged well...will buy again"
A26DR70GPC8R5T,B0012Y0ZG2,5,"Good product. Shipped quick, packaged well...will buy again"
A26FGQS4JIPDH5,B00JF2GVWK,5,My son also likes this
A26FGQS4JIPDH5,B0012Y0ZG2,5,My son also likes this
A26FGQS4JIPDH5,B001OHV1H4,5,My son also likes this
A26FGQS4JIPDH5,B0012Y0ZG2,5,My son also likes this
A26GEEGKDA0D58,B0012Y0ZG2,5,I wish I could find more products with this particular fragrance. I drives me nuts. Oh and it makes my skin silky soft. WIsh the scent lasted longer on my skin. I really love it.
A26GEEGKDA0D58,B000URXP6E,5,I wish I could find more products with this particular fragrance. I drives me nuts. Oh and it makes my skin silky soft. WIsh the scent lasted longer on my skin. I really love it.
A26GEEGKDA0D58,B0009RF9DW,5,I wish I could find more products with this particular fragrance. I drives me nuts. Oh and it makes my skin silky soft. WIsh the scent lasted longer on my skin. I really love it.
A26GEEGKDA0D58,B0012Y0ZG2,5,I wish I could find more products with this particular fragrance. I drives me nuts. Oh and it makes my skin silky soft. WIsh the scent lasted longer on my skin. I really love it.
A26HF31NL346VR,B0012Y0ZG2,5,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
A26HF31NL346VR,B000URXP6E,5,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
A26HF31NL346VR,B0009RF9DW,5,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
A26HF31NL346VR,B0012Y0ZG2,5,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
A26MBVPPXZN1YM,B016V8YWBC,5,"Probably one of the best bar soaps out their for the price.  I shower usually 2 times a day so one bar tends to go fast since I love to lather up. I personally prefer the bar soap over the body wash.  I still give kiels men's bar soap the edge in quality, but for the price you can't beat this."
A26MBVPPXZN1YM,B00DY59MB6,5,"Crest has probably the best mouthwash out there as its not alcohol based so the effects are longer lasting.  That's the biggest advantage over some other brands, but nothing will take the place of good general oral cleaning and maintenance.  My 76 year olf mother uses this and raves about it after years spent being a listerine user."
A26MBVPPXZN1YM,B0010ZBORW,5,"Near perfect exfoliating gloves my only complaint is a matter of preference rather than product defect.  I prefer harder surface area to use on round areas of the body or potentially harder like the feet, elbows ect. That being said these should accommodate just about anyone's taste while more importantly being effective."
A26MBVPPXZN1YM,B00W259T7G,5,Nice delicious soothing Pre' de Provence soap that leaves your skin clean with mild fragrance to boot.  I can feel the Shea Butter as I larger up the soap and my skin absorbs and reflects the best about the soap.  Highly recommend!
A26V69GHN5DVOG,B019809F9Y,5,It really works! This gotta be black magic mixed with voodoo water and chicken cum.
A26V69GHN5DVOG,B0013NB7DW,5,It really works! This gotta be black magic mixed with voodoo water and chicken cum.
A26V69GHN5DVOG,B000GLRREU,5,"This is scientology of personal hygiene equipments. Everyone outside looks at it as a crazy contraption, but every owner is LOVING it!"
A26V69GHN5DVOG,B000FOI48G,5,"This is scientology of personal hygiene equipments. Everyone outside looks at it as a crazy contraption, but every owner is LOVING it!"
A270QYQEV3CQGH,B0012Y0ZG2,5,I got s beautiful tan with no burning!  The smell was great too.  Thanks Amazon for carying this product; I am definitely going to order this product again.
A270QYQEV3CQGH,B0012Y0ZG2,5,I got s beautiful tan with no burning!  The smell was great too.  Thanks Amazon for carying this product; I am definitely going to order this product again.
A270QYQEV3CQGH,B000URXP6E,5,I got s beautiful tan with no burning!  The smell was great too.  Thanks Amazon for carying this product; I am definitely going to order this product again.
A270QYQEV3CQGH,B00112DRHY,3,"This product was one of many in a birthday basket. I have not heard anything negative from the person who received the basket therefore, I am assuming it was good."
A274J0XAP9U68Y,B0012Y0ZG2,5,Nest products are the best. A bit pricey but worth the price.
A274J0XAP9U68Y,B000URXP6E,5,Nest products are the best. A bit pricey but worth the price.
A274J0XAP9U68Y,B0009RF9DW,5,Nest products are the best. A bit pricey but worth the price.
A274J0XAP9U68Y,B0012Y0ZG2,5,Nest products are the best. A bit pricey but worth the price.
A275L578ORHUVL,B019V2KYZS,4,"Perfect for a pleasant ""all day essence""!"
A275L578ORHUVL,B0012Y0ZG2,4,"Perfect for a pleasant ""all day essence""!"
A275L578ORHUVL,B001OHV1H4,4,"Perfect for a pleasant ""all day essence""!"
A275L578ORHUVL,B0012Y0ZG2,4,"Perfect for a pleasant ""all day essence""!"
A27I10FZD5Y0OA,B00QXW95Q4,5,By far the BEST shampoo and conditioner I have used.  As someone with very thick and dry hair it has given me back the shine and texture I craved.
A27I10FZD5Y0OA,B0012Y0ZG2,5,By far the BEST shampoo and conditioner I have used.  As someone with very thick and dry hair it has given me back the shine and texture I craved.
A27I10FZD5Y0OA,B001OHV1H4,5,By far the BEST shampoo and conditioner I have used.  As someone with very thick and dry hair it has given me back the shine and texture I craved.
A27I10FZD5Y0OA,B0012Y0ZG2,5,By far the BEST shampoo and conditioner I have used.  As someone with very thick and dry hair it has given me back the shine and texture I craved.
A27IT9W7WU080F,B0012Y0ZG2,5,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!
A27IT9W7WU080F,B000URXP6E,5,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!
A27IT9W7WU080F,B0009RF9DW,5,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!
A27IT9W7WU080F,B0012Y0ZG2,5,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!
A27PPA3O7PX0OH,B001OHV1H4,1,Arrived opened  and leaking all over the box.  Tried shampoo but didn't help at all.  Still so itchy.
A27PPA3O7PX0OH,B0012Y0ZG2,1,Arrived opened  and leaking all over the box.  Tried shampoo but didn't help at all.  Still so itchy.
A27PPA3O7PX0OH,B00006L9LC,1,Arrived opened  and leaking all over the box.  Tried shampoo but didn't help at all.  Still so itchy.
A27PPA3O7PX0OH,B0012Y0ZG2,1,Arrived opened  and leaking all over the box.  Tried shampoo but didn't help at all.  Still so itchy.
A27V608OPEA3CD,B0012Y0ZG2,5,This is one of my favorite bath and body products. I love the fragrance.
A27V608OPEA3CD,B000URXP6E,5,This is one of my favorite bath and body products. I love the fragrance.
A27V608OPEA3CD,B0009RF9DW,5,This is one of my favorite bath and body products. I love the fragrance.
A27V608OPEA3CD,B0012Y0ZG2,5,This is one of my favorite bath and body products. I love the fragrance.
A27VWQXCDU4U9D,B001OHV1H4,5,Love it
A27VWQXCDU4U9D,B0012Y0ZG2,5,Love it
A27VWQXCDU4U9D,B00006L9LC,5,Love it
A27VWQXCDU4U9D,B0012Y0ZG2,5,Love it
A280XZUEBJ0G3Z,B0012Y0ZG2,5,Absolutely...exactly as described
A280XZUEBJ0G3Z,B000URXP6E,5,Absolutely...exactly as described
A280XZUEBJ0G3Z,B0009RF9DW,5,Absolutely...exactly as described
A280XZUEBJ0G3Z,B0012Y0ZG2,5,Absolutely...exactly as described
A2813CU4C11BIE,B001OHV1H4,5,"Been looking for good shampoo that would work with my dry hair for a long time. Tried a lot of options. This is the one. Hair feels as clean as possible after use. Also, deals with dandruff problem easily. No more snowy shoulders."
A2813CU4C11BIE,B0012Y0ZG2,5,"Been looking for good shampoo that would work with my dry hair for a long time. Tried a lot of options. This is the one. Hair feels as clean as possible after use. Also, deals with dandruff problem easily. No more snowy shoulders."
A2813CU4C11BIE,B00006L9LC,5,"Been looking for good shampoo that would work with my dry hair for a long time. Tried a lot of options. This is the one. Hair feels as clean as possible after use. Also, deals with dandruff problem easily. No more snowy shoulders."
A2813CU4C11BIE,B0012Y0ZG2,5,"Been looking for good shampoo that would work with my dry hair for a long time. Tried a lot of options. This is the one. Hair feels as clean as possible after use. Also, deals with dandruff problem easily. No more snowy shoulders."
A281NPSIMI1C2R,B00120VWTK,5,"Avalon Organics has products that I tend to love because they are so natural and deliciously scented. I have combination skin where I have an oily T-zone and dry cheeks. This cream is not greasy so it is OK for the oily skin and it is moisturizing so it also soothes the dry skin conditions on my face. I have not found this to be irritating like other Vitamin C creams and serums. In fact this seems to calm my skin significantly so it is not overly sensitive. If you want to look ten years younger, this is the cream to try. I find it helps with elasticity and skin resilience. I also notice I break out less and have overall clearer skin. I love this and hope it works for you too. Always test a bit on your wrist before applying.

~The Rebecca Review"
A281NPSIMI1C2R,B0006O10P4,5,"Warm, soothing and a little spicy. This zum bar soap is perfect for fall weather. The creamy goat milk base makes it very moisturizing. I'm in love with all the zum bar soaps and keep trying new ones. This scent is the most comforting so far. I give these soaps away as gifts as well. This one would make a great holiday gift because of the frankincense and myrrh.

~The Rebecca Review"
A281NPSIMI1C2R,B0002JHI1I,5,"CoQ10 is essential for healthy youthful skin. This naturally occurring nutrient is found in every living cell of your body, and provides the source of all cellular energy for building new cells and tissue for smooth, firm skin. As a powerful antioxidant, CoQ10 neutralizes free-radicals caused by sun and environmental exposure defending your skin against further damage.

This is the most delicious cleansing cr&egrave;me. Not only does it smell like a field of flowers, it is 84% organic. This soap-free formula is blended with CoQ10, lavender floral water, Aloe Vera and green tea to help prevent wrinkles and give you a wonderful cleansing experience. It is 100% Vegetarian and there is no animal testing.

They say to dampen your skin with warm water first, but I just put this straight onto my face before getting into the shower. It is soap-free so it won't dry out your skin. I've also used it as a moisturizing mask.

For a quick face cleanse try smoothing this luscious yet lightweight cream all over your face, just take a warm washcloth and wipe it all off. For a beneficial moisturizer, look up Avalon Active Organics Vitamin C Moisture Plus Lotion with SPF 15. It smells like freshly squeezed orange juice. In fact, the cream is very healing and you can use it anywhere on your body where you need healing.

Active Ingredients: Patented Coenzyme Q10 (U.S. Patent No. 4,654,373)

Inactive Ingredients: Certified Organic Lavender Floral Water, Herbal Infusion of Certified Organic Green Tea, Chamomile, Althea, Sage, And yarrow, Caprylic/Capric Triglyceride (from coconut), Stearic Acid (vegetable fatty acids), Certified Organic Safflower Oil, Shea Butter, Certified Organic Aloe Vera, Certified Organic Sweet Almond Oil, Certified Organic Rosemary Extract, Sorbitol, NaPCA, Tocopheryl Acetate (Vitamin E), Retinyl Palmitate (Vitamin A), Methyl/Propylparaben, Pure Essential Oils of Neroli, Bergamot, Mandarin, and Sweet Lavender

~The Rebecca Review"
A281NPSIMI1C2R,B00120VWTK,5,"Avalon Organics has products that I tend to love because they are so natural and deliciously scented. I have combination skin where I have an oily T-zone and dry cheeks. This cream is not greasy so it is OK for the oily skin and it is moisturizing so it also soothes the dry skin conditions on my face. I have not found this to be irritating like other Vitamin C creams and serums. In fact this seems to calm my skin significantly so it is not overly sensitive. If you want to look ten years younger, this is the cream to try. I find it helps with elasticity and skin resilience. I also notice I break out less and have overall clearer skin. I love this and hope it works for you too. Always test a bit on your wrist before applying.

~The Rebecca Review"
A2831PTXQCEFCM,B0012Y0ZG2,5,"Love the fragrance, and was happy to be able to buy Moon Sparkle again! Give it a try! You won't be disappointed! Very sexy fragrance!"
A2831PTXQCEFCM,B000URXP6E,5,"Love the fragrance, and was happy to be able to buy Moon Sparkle again! Give it a try! You won't be disappointed! Very sexy fragrance!"
A2831PTXQCEFCM,B0009RF9DW,5,"Love the fragrance, and was happy to be able to buy Moon Sparkle again! Give it a try! You won't be disappointed! Very sexy fragrance!"
A2831PTXQCEFCM,B0012Y0ZG2,5,"Love the fragrance, and was happy to be able to buy Moon Sparkle again! Give it a try! You won't be disappointed! Very sexy fragrance!"
A289XUH39KKR89,B001OHV1H4,5,"Great price!  Product received exactly as described, in perfect condition and  on time.  Thank You"
A289XUH39KKR89,B0012Y0ZG2,5,"Great price!  Product received exactly as described, in perfect condition and  on time.  Thank You"
A289XUH39KKR89,B00006L9LC,5,"Great price!  Product received exactly as described, in perfect condition and  on time.  Thank You"
A289XUH39KKR89,B0012Y0ZG2,5,"Great price!  Product received exactly as described, in perfect condition and  on time.  Thank You"
A28F08XFZRKIH5,B01DKQAXC0,5,"great smell, and work better than the bad stuff. go figure."
A28F08XFZRKIH5,B000URXP6E,1,No seal on bottle. Extremely runny. Like water. Seams tampered with.
A28F08XFZRKIH5,B0012Y0ZG2,1,No seal on bottle. Extremely runny. Like water. Seams tampered with.
A28F08XFZRKIH5,B0012Y0ZG2,1,No seal on bottle. Extremely runny. Like water. Seams tampered with.
A28G6HAG3I755Y,B00JF2GVWK,5,Great smell and products.
A28G6HAG3I755Y,B0012Y0ZG2,5,Great smell and products.
A28G6HAG3I755Y,B001OHV1H4,5,Great smell and products.
A28G6HAG3I755Y,B0012Y0ZG2,5,Great smell and products.
A28MZ2SOOHMOZW,B001OHV1H4,1,"Nope. It smells like artificial bananas, and this smell does linger. It's pure liquid, there is no thickness to it at all, it's like pouring banana water on your head that lathers. It does not help with an itchy scalp either (I have psoriasis). This shampoo neither helped nor hindered my hair or scalp, made absolutely no difference (except for the banana smell). Don't waste your money."
A28MZ2SOOHMOZW,B0012Y0ZG2,1,"Nope. It smells like artificial bananas, and this smell does linger. It's pure liquid, there is no thickness to it at all, it's like pouring banana water on your head that lathers. It does not help with an itchy scalp either (I have psoriasis). This shampoo neither helped nor hindered my hair or scalp, made absolutely no difference (except for the banana smell). Don't waste your money."
A28MZ2SOOHMOZW,B00006L9LC,1,"Nope. It smells like artificial bananas, and this smell does linger. It's pure liquid, there is no thickness to it at all, it's like pouring banana water on your head that lathers. It does not help with an itchy scalp either (I have psoriasis). This shampoo neither helped nor hindered my hair or scalp, made absolutely no difference (except for the banana smell). Don't waste your money."
A28MZ2SOOHMOZW,B0012Y0ZG2,1,"Nope. It smells like artificial bananas, and this smell does linger. It's pure liquid, there is no thickness to it at all, it's like pouring banana water on your head that lathers. It does not help with an itchy scalp either (I have psoriasis). This shampoo neither helped nor hindered my hair or scalp, made absolutely no difference (except for the banana smell). Don't waste your money."
A28N2AWOVO2PB,B019FWRG3C,4,"This shower gel was decent. The scent was light and not overwhelming, and the gel lathered nicely and rinsed away without feeling sticky. My wife liked the product and commented that it wasn't runny like some of the other pricey gels she's purchased in the past."
A28N2AWOVO2PB,B001LNODUS,4,"This shower gel was decent. The scent was light and not overwhelming, and the gel lathered nicely and rinsed away without feeling sticky. My wife liked the product and commented that it wasn't runny like some of the other pricey gels she's purchased in the past."
